text,clean_text,sentiment
@bandhanbank_in @RBI @DasShaktikanta Sir this is to inform you that during this COVID situation Bandhan Bank is misguiding people. My staff is trying to withdraw money through cheque for the last 2 days and bank is saying that there is no link but how are they taking deposit.,sir this is to inform you that during this covid situation bandhan bank is misguiding people. my staff is trying to withdraw money through cheque for the last 10 days and bank is saying that there is no link but how are they taking deposit.,negative
"Hurry! Super Combo Offer is here!
Buy Patanjali Virgin Coconut oil and get Rs.65 in your Wallet. Regular use of virgin coconut oil gives you healthy lifestyle and enhances your memory functions.
#PatanjaliProducts #SuperComboOffer
Buy Now: https://t.co/urpd4TbtVR https://t.co/Tx8x6JONQq",hurry! super combo offer is here! buy patanjali virgin coconut oil and get rs. 10 in your wallet. regular use of virgin coconut oil gives you healthy lifestyle and enhances your memory functions. patanjali products super combo offer buy now,positive
"We believe in producing food that makes life better😍
It's all about the choices you make, choose health with MelSenfol Edible oil😊😊
 Follow our page @Melsenfol1
#healthyheart #stayhome #stayhealthy #edibleoil #health #melsenfolbrandoil #melsenfol 
https://t.co/4iXTx4UXgu https://t.co/tqf4WCFApI","we believe in producing food that makes life better😍 it is all about the choices you make, choose health with melsenfol edible oil😊😊 follow our page healthy heart stay home stay healthy edible oil health mel sen fol brand oil mel sen fol",positive
"@BLACKCAPS @Dream11 I have only 3 rupees I can't make a team and play in dream11 so please give me free entry request you please for India and England 1st T20 match for Ahmedabad Narendra Modi Stadium please date-12-3-2021
My username is: Ashvin Bhai Patel",i have only 10 rupees i can not make a team and play in dream 10 so please give me free entry request you please for india and england 10 st t 10 match for ahmedabad narendra modi stadium please date 10 10 10 my username is ashvin bhai patel,neutral
"another way besan saves my life: this is a very easy recipe u can make all on ur own if u ever need to appease the parents lmao, also any guests u have will go BANANAS as people generally think memon dishes are much harder than they are https://t.co/gksHnoR2Ba","another way besan saves my life this is a very easy recipe you can make all on ur own if you ever need to appease the parents lmao, also any guests you have will go bananas as people generally think memon dishes are much harder than they are",positive
"@HyundaiIndia , I suggest first you deliver the booked Creta SX model to the customers and then you can launch new models. The waiting period is more than 6 months. I have booked in Feb, still dealer unable to provide the vehicle. Can I book Tata vehicle.",", i suggest first you deliver the booked creta sx model to the customers and then you can launch new models. the waiting period is more than 10 months. i have booked in feb, still dealer unable to provide the vehicle. can i book tata vehicle.",negative
"India has made its choice! The all-new i20 wins the prestigious Indian Car of the Year (ICOTY) 2021’ Award. Redefining standards in the segment, this #BornMagnetic premium hatchback raises the bar for others to follow.
.
.
.
To know more visit... https://t.co/WArS74wgaV","india has made its choice! the all new i 10 wins the prestigious indian car of the year icoty 10 award. redefining standards in the segment, this born magnetic premium hatchback raises the bar for others to follow. . . . to know more visit...",positive
"RT @ETCanada: #MeghanMarkle has used homegrown lemons for a cake sent to @WCKitchen volunteers. ""Perhaps we realize now more than ever that fundamental human moments, like enjoying a meal together, fill us up with more than just food (even if that food is delicious!)"" 
https://t.co/bISWkph9MD https://t.co/h6rQCIbGZf","rt meghan markle has used homegrown lemons for a cake sent to volunteers. perhaps we realize now more than ever that fundamental human moments, like enjoying a meal together, fill us up with more than just food even if that food is delicious!",neutral
"Third service of my car Grand i10 Nios done on 6th March 2021 at Agartala Panna Hyundai. 
The response of employees are really excellent. I realized the service cost is low and I enjoyed maintenance of my car. I found quick service response...",third service of my car grand i 10 nios done on 10 th march 10 at agartala panna hyundai. the response of employees are really excellent. i realized the service cost is low and i enjoyed maintenance of my car. i found quick service response...,positive
"GameExp is a mobile game testing and pre-registration platform which provides game test qualifications and related game reviews, such as PUBG Mobile, spiral storm,arena of valor,badland brawl and so on. Come and explore more interesting games.","gameexp is a mobile game testing and pre registration platform which provides game test qualifications and related game reviews, such as pubg mobile, spiral storm,arena of valor,badland brawl and so on. come and explore more interesting games.",neutral
"TIG vs ROY Dream11 Prediction 16th Match Team Kodak Presidents Cup T20 2021 13 Mar 2021

Here is the story 👉https://t.co/roW1cuYaCJ

#dream11teams #dream11teamgenerator #dream11predictions #dream11fantasy #dream11 #kheltalk #dream11expert #dream11tips #fantasy #crickettips",tig vs roy dream 10 prediction 10 th match team kodak presidents cup t 10 10 10 mar 10 here is the story 👉 dream 10 teams dream 10 teamgenerator dream 10 predictions dream 10 fantasy dream 10 dream 10 expert dream 10 tips fantasy cricket tips,neutral
Hi @HomeCredit_In my self vicky Vachhani My Friend Taken Loan Through me on 2018 of rs 40k & paid Some EMIs and he stop to pay & after That I reciving calls from @HomeCredit_In And now When I Go for Consumer Loan Loan Declined Due to My Score showing Down Pls Do Needful In Case,hi my self vicky vachhani my friend taken loan through me on 10 of rs 10 k paid some emis and he stop to pay after that i reciving calls from and now when i go for consumer loan loan declined due to my score showing down pls do needful in case,neutral
"RT @PypUsa: Hurry! Super Combo Offer is here!
Buy Patanjali Virgin Coconut oil and get Rs.65 in your Wallet. Regular use of virgin coconut oil gives you healthy lifestyle and enhances your memory functions.
#PatanjaliProducts #SuperComboOffer
Buy Now: https://t.co/TS4gYLgdfd https://t.co/NxmKDcUK7b",rt hurry! super combo offer is here! buy patanjali virgin coconut oil and get rs. 10 in your wallet. regular use of virgin coconut oil gives you healthy lifestyle and enhances your memory functions. patanjali products super combo offer buy now,neutral
"@dcramban @manojsinha_ @sspramban
Edible mustard oil scam, every month the dealers increase 30rs/litre of edible oil in Whole Ramban District .Is there any squad that will check this loot khasoot.
REQUEST TO ADMINISTRATION PLZ LOOK INTO THIS MATTER
POOR PEOPLE ARE SUFFERING
DC","edible mustard oil scam, every month the dealers increase 10 rs litre of edible oil in whole ramban district .is there any squad that will check this loot khasoot. request to administration plz look into this matter poor people are suffering dc",negative
"@telegram
My channel Dream11_Cricket_dream11 has been blocked on false Copyright Infringement. I have never posted anything that isn't available in the public domain already.
Unblock my telegram channel or tell me what went wrong so I can fix that.
cc @telegram https://t.co/BmFRnxqfTP",my channel dream 10 cricket dream 10 has been blocked on false copyright infringement. i have never posted anything that is not available in the public domain already. unblock my telegram channel or tell me what went wrong so i can fix that. cc,neutral
Hyundai India yashodha Hyundai Thank you for all your help. Your service was excellent and very FAST. Many thanks for you kind and efficient service. I have already and will definitely continue to recommend your services to others in the future.,hyundai india yashodha hyundai thank you for all your help. your service was excellent and very fast. many thanks for you kind and efficient service. i have already and will definitely continue to recommend your services to others in the future.,positive
"@DCPNWestDelhi Today is third day since 22-03-2021 when White Colour Hyundai Creta No.DL2CAV0211 hit, damaged my i20 Car and then ran away. Depite providing Photos and details of offending car, it has still not been apprehended by police of PS Maurya Enclave.","today is third day since 10 10 10 when white colour hyundai creta no.dl 10 cav 10 hit, damaged my i 10 car and then ran away. depite providing photos and details of offending car, it has still not been apprehended by police of ps maurya enclave.",negative
"The all-new i20 has been inspired from Hyundai’s design DNA of “sensuous sportiness” with a dynamic look on the outside & luxurious feeling on the inside.
#i20 #GroverHyundai
For more information Grover Hyundai at
📞70870-58888, 99140-66688
or visit 🌐 www.groverhyundai.com for more details.","the all new i 10 has been inspired from hyundai s design dna of sensuous sportiness with a dynamic look on the outside luxurious feeling on the inside. i 10 grover hyundai for more information grover hyundai at 📞 , or visit 🌐 for more details.",positive
"@DeepakPatrewal ECS Rome T10 
Guaranteed winnings 
Join the prime group 
Full research done 
European cricket t10 expert 
Best part is no one knows the ECS teams 
Tomorrow is the day
Don't regret 
Join 
#Dream11
#fantasycricket 
#t10 
( Won 8 small league /miniGL so far ) https://t.co/utpms3tTHH",ecs rome t 10 guaranteed winnings join the prime group full research done european cricket t 10 expert best part is no one knows the ecs teams tomorrow is the day do not regret join dream 10 fantasy cricket t 10 won 10 small league minigl so far,positive
"15 mins to fantasy deadline. HURRY UP!

IND vs ENG fantasy preview: https://t.co/VGsuPWlVU6

#Cricket #FantasyCricket #Dream11 #Dream11Team #Dream11Tips #Dream11Prediction #India #England #INDvENG #INDvsENG #IND #ENG #ENGvIND #FantasyTeams #Follow #NarendramodiStadium #Like",10 mins to fantasy deadline. hurry up! ind vs eng fantasy preview cricket fantasy cricket dream 10 dream 10 team dream 10 tips dream 10 prediction india engl and ind ven g in dvs eng in d eng engvind fantasy teams follow narendramodi stadium like,neutral
